qid,is_impossible,question,gold,prediction,outcome,refused,refusal_reason,top_distance,em,f1
5733d68ed058e614000b637f,False,What was the ratio of British settler to French?,20 to 1 | 20 to 1 | 20 to 1 | 20 to 1 | 20 to 1,20 to 1,answered,False,,0.3813,1.0,1.0
5ad268cbd7d075001a429292,True,How many Huguenots lived in West Frisia in 1705?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3913,1.0,1.0
5a57c667770dc0001aeefd6a,True,What happens when three types of minerals are re-deposited and change their characteristics?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3368,1.0,1.0
572987e46aef051400154fa6,False,"If q=9 and a=1,2,4,5,7, or 8, how many primes would be in a progression?",infinitely many prime numbers | infinitely many | infinite | infinitely many,"According to the context, if q = 9 and a = 1, 2, 4, 5, 7, or 8, then there are infinitely many prime numbers in each of those progressions.",answered,False,,0.3333,0.0,0.2667
5ad262e2d7d075001a4290cb,True,What compounds contain oxygen?,,"Among the most important classes of organic compounds that contain oxygen are:  * alcohols (R-OH); * ethers (R-O-R); * ketones (R-CO-R); * aldehydes (R-CO-H); * carboxylic acids (R-COOH); * esters (R-COO-R); * acid anhydrides (R-CO-O-CO-R); * amides (R-C(O)-NR 2).  Additionally, many important organ",answered,False,,0.2647,0.0,0.0
5a638e4468151a001a92237b,True,What percentage of Australia's veal is comes from Victoria?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3997,1.0,1.0
572a14af3f37b319004786c1,False,What are the agents detected by the immune system called?,pathogens | pathogens | pathogens | pathogens,Agents detected by the immune system are called pathogens.,answered,False,,0.3039,0.0,0.2222
5a7b093b21c2de001afe9d0c,True,What happened to the Bank of Italy Building?,,The provided documents do not contain this information.,refused,True,model_judgement,0.4909,1.0,1.0
572759665951b619008f8883,False,What was the first US state to have compulsory education?,Massachusetts | Massachusetts | Massachusetts,Massachusetts in 1852.,answered,False,,0.4116,0.0,0.5
5729eb34af94a219006aa6ca,False,Which book discussed the theory about low populations in the Amazon rainforest?,Amazonia: Man and Culture in a Counterfeit Paradise | Amazonia: Man and Culture in a Counterfeit Paradise | Amazonia: Man and Culture in a Counterfeit Paradise,Amazonia: Man and Culture in a Counterfeit Paradise,answered,False,,0.3096,1.0,1.0
57336755d058e614000b5a3c,False,What garden was formally only for royalty?,The Saxon Garden | Saxon Garden | The Saxon Garden,"The Saxon Garden, covering the area of 15.5 ha, was formally a royal garden.",answered,False,,0.4869,0.0,0.3077
5a638d2768151a001a922372,True,How many tonnes of potatoes does Victoria produce?,,The provided documents do not contain this information.,refused,True,model_judgement,0.468,1.0,1.0
5733d2dbd058e614000b633b,False,What was the significance of British win?,confirming Britain's position as the dominant colonial power in eastern North America | confirming Britain's position as the dominant colonial power in eastern North America | confirming Britain's position as the dominant colonial power in eastern North America | dominant colonial power | confirming Britain's position as the dominant colonial power in eastern North America,The provided documents do not contain this information.,refused,True,retrieval_distance,0.688,0.0,0.0
5ad27e30d7d075001a429701,True,Newton said that the acceleration of the Earth around the Moon represented what?,,The provided documents do not contain this information.,refused,True,model_judgement,0.2811,1.0,1.0
572a070c6aef0514001551ca,False,What increases rapidly as per capita income increases?,life expectancy | life expectancy | life expectancy,Life expectancy.,answered,False,,0.4749,1.0,1.0
5725f46289a1e219009ac0fb,False,Who created the nation's first aviation community?,William Smilie | William Smilie | William Smilie,William Smilie created the nation's first aviation community.,answered,False,,0.3292,0.0,0.4444
5733f5f24776f419006615c1,False,Who went to Fort Dusquesne in June 1755?,"Braddock (with George Washington as one of his aides) led about 1,500 army troops | Braddock | Braddock (with George Washington | Braddock | Braddock","Braddock (with George Washington as one of his aides) led about 1,500 army troops and provincial militia on an expedition to take Fort Duquesne.",answered,False,,0.3163,0.0,0.7568
5a7b3f0f21c2de001afe9e02,True,What percentage of households had children over the age of 18?,,The provided documents do not contain this information.,refused,True,model_judgement,0.292,1.0,1.0
5728284e3acd2414000df5cd,False,What was Joseph Haas arrested for?,"sending an email to the Lebanon, New Hampshire city councilors | sending an email | sending an email to the Lebanon, New Hampshire city councilors | sending an email | sending an email to the Lebanon","Joseph Haas was arrested for allegedly sending an email to the Lebanon, New Hampshire city councilors stating, ""Wise up or die.""",answered,False,,0.3364,0.0,0.5926
5a66978af038b7001ab0c02c,True,What did the judge have to let the jurors know about in the Chicago Eight case?,,The provided documents do not contain this information.,refused,True,model_judgement,0.5293,1.0,1.0
571135b8a58dae1900cd6d0f,False,What types of pumps are typically used in industrial boilers?,multi-stage centrifugal | multi-stage centrifugal | multi-stage centrifugal pumps,Multi-stage centrifugal pumps.,answered,False,,0.2703,1.0,1.0
5ad4fe635b96ef001a10a8ba,True,Where is the Autumn Hall located?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7033,1.0,1.0
57097b50200fba1400368050,False,What was the target percentage of households BSkyB wanted to reach?,36% | 36% of households | 2.4m customers,The provided documents do not contain this information.,refused,True,model_judgement,0.3373,0.0,0.0
5a638d2768151a001a922371,True,How much of Victoria produced Australian peaches?,,The provided documents do not contain this information.,refused,True,model_judgement,0.4003,1.0,1.0
5ad3f03c604f3c001a3ff82d,True,"What, along with admission, exhaust, and compression, is an event in the steam cycle?",,Expansion.,answered,False,,0.3932,0.0,0.0
5ad14d8e645df0001a2d16b8,True,Who agreed to sign the Social Charter and was exempt from the legislation covering Social Charter issues?,,The UK refused to sign the Social Charter and was exempt from the legislation covering Social Charter issues unless it agreed to be bound by the legislation.,answered,False,,0.2898,0.0,0.0
5a8929e43b2508001a72a4da,True,In what year did Pierre de Fermat declare Euler's little theorem?,,"The provided documents do not contain this information.  (Fermat actually stated Fermat's Little Theorem, which was later proved by Leibniz and Euler.)",refused,True,model_judgement,0.3099,1.0,1.0
5726581fdd62a815002e823d,False,Which country's imports became the de facto mass market leaders?,Japan | Japan | Japanese | Japanese | Japanese,Japan.,answered,False,,0.4339,1.0,1.0
5ad2909bd7d075001a429aa1,True,What water runs out of the sea and out of the former marine bay?,,The provided documents do not contain this information.,refused,True,model_judgement,0.4417,1.0,1.0
572a06866aef0514001551c1,False,Health problems were lower in places with higher levels of what?,equality | equality | equality,"Equality. According to the context, health problems were lower in countries like Japan and Finland and states like Utah and New Hampshire with high levels of equality.",answered,False,,0.3799,0.0,0.0741
572684365951b619008f7541,False,When do juvenile develop into adults?,after dropping to the sea-floor | after dropping to the sea-floor | after dropping to the sea-floor,"In most species, the juveniles gradually develop the body forms of their parents. In some groups, such as the flat, bottom-dwelling platyctenids, they attain the adult form by a more radical metamorphosis after dropping to the sea-floor.",answered,False,,0.4783,0.0,0.2286
57111ab8a58dae1900cd6c40,False,What military impact did Huguenot immigration have on Frederick's army?,Huguenots furnished two new regiments | two new regiments | furnished two new regiments of his army,The Huguenots furnished two new regiments of Frederick William's army: the Altpreußische Infantry Regiments No. 13 (Regiment on foot Varenne) and 15 (Regiment on foot Wylich).,answered,False,,0.436,0.0,0.3871
5726fa525951b619008f83f8,False,What symbol was employed until early in the 20th century?,The show globe | show globe | show globe,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5698,0.0,0.0
5ad03cd377cf76001a686ec4,True,Unreserved matters are subjects who are where?,,The provided documents do not contain this information.,refused,True,model_judgement,0.51,1.0,1.0
5ad3c3bc604f3c001a3fefa1,True,What plants create most combustion power?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5536,1.0,1.0
5a2c3d73bfd06b001a5aea8d,True,What was the one linear SD channel Virgin Media carried from November 2006 to July 2009?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3125,1.0,1.0
5ad3fc41604f3c001a3ffb92,True,What war occured in the 1oth century?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6586,1.0,1.0
5ad4c6775b96ef001a10a014,True,What repels immune cells?,,The provided documents do not contain this information.,refused,True,model_judgement,0.5157,1.0,1.0
5a3e51b6378766001a002582,True,Who benefits from the research carried out by the IPCC?,,The provided documents do not contain this information.,refused,True,model_judgement,0.5146,1.0,1.0
5a66850bf038b7001ab0bf3d,True,What does connectionless-oriented transmission require?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3523,1.0,1.0
5ad03b7977cf76001a686eac,True, Who did the Ottoman empire ally with in WWII?,,"The provided documents do not contain this information.  (Note: The context actually mentions an alliance in the ""early 20th century"", which is likely referring to World War I, but it does not specify a specific war, including WWII.)",hedged,False,,0.4242,0.0,0.0
5730a4d02461fd1900a9cf2b,False,Where did France focus its efforts to rebuild its empire?,"Africa | North and West Africa | North and West Africa | North and West Africa, as well as South-East Asia, with other conquests in Central and East Africa, as well as the South Pacific | North and West Africa, as well as South-East Asia,","North and West Africa, as well as South-East Asia.",answered,False,,0.353,1.0,1.0
5ad4dc755b96ef001a10a46f,True,What park is close to Vistula street?,,"The provided documents do not contain this information.  However, it does mention that Park Skaryszewski is located by the right Vistula bank.",hedged,False,,0.4111,0.0,0.0
5ad502385b96ef001a10a956,True,What is Warsaw's Riding Museum one of?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3995,1.0,1.0
5726a14c708984140094cc53,False,What must the adoption of laws which will have legal effect in the EU have?,a proper legal basis | a proper legal basis | a proper legal basis,A proper legal basis.,answered,False,,0.2354,1.0,1.0
5711669550c2381900b54ae0,False,Where does heat rejection occur in the Rankine cycle?,in the condenser | in the condenser | in the condenser,In the condenser.,answered,False,,0.382,1.0,1.0
572ff07304bcaa1900d76ef7,False,Which of the tributaries in Germany contributes most? ,Moselle | Neckar | Neckar,The provided documents do not contain this information.,refused,True,model_judgement,0.4051,0.0,0.0
5ad40a41604f3c001a3fff8e,True,What type of math was not advanced during the Yuan?,,The provided documents do not contain this information.,refused,True,model_judgement,0.5119,1.0,1.0
5a7504cb97ca42001a521dc7,True,Which country was to pull back from the Sinai Peninsula?,,Israel was to pull back from the Sinai Peninsula.,answered,False,,0.4189,0.0,0.0
571155ae2419e31400955594,False,"Along with solar, coal and nuclear, what sort of plants notable use the Rankine process?",biomass | biomass | biomass,Biomass power plants.,answered,False,,0.2517,0.0,0.5
57274712708984140094dbb0,False,What region does use the term 'private schools' to refer to universities?,North America | North America | North America,The provided documents do not contain this information.,refused,True,model_judgement,0.3399,0.0,0.0
5a1c861fb4fb5d0018714655,True,When was the fire that destroyed 146 buildings in Jacksonville?,,"May 3, 1901.",answered,False,,0.2306,0.0,0.0
5ad4f1365b96ef001a10a70e,True,How many of Berlin's inhabitants spoke English in 1933?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5881,1.0,1.0
572822233acd2414000df558,False,What position did the tax collector that arrested Thoreau get?,rose to higher political office | higher political office | higher political office | rose to higher political office | higher political office,The tax collector who arrested Thoreau rose to higher political office.,answered,False,,0.3959,0.0,0.6667
57265642f1498d1400e8dc6a,False,How many times did plague occur in Venice?,22 times between 1361 and 1528 | 22 | 22,The provided documents do not contain this information.,refused,True,model_judgement,0.3287,0.0,0.0
5ad25f35d7d075001a428f6c,True,What is carbon monoxide poisonous to that can cause gas gangrene?,,The provided documents do not contain this information.,refused,True,model_judgement,0.458,1.0,1.0
5a63888168151a001a922342,True,What religion are most of the lower class in Victoria?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3326,1.0,1.0
5726a14c708984140094cc54,False,In what does the doctrine of legitimate expectations have roots?,the principles of legal certainty and good faith | the principles of legal certainty and good faith | the principles of legal certainty and good faith,The doctrine of legitimate expectations has its roots in the principles of legal certainty and good faith.,answered,False,,0.2673,0.0,0.6364
570966e0200fba1400367f52,False,What is the proprietary system that Sky+HD uses?,OpenTV | OpenTV | OpenTV,"The provided documents do not contain this information.  However, it does mention that Sky+ HD material is broadcast using MPEG-4.",hedged,False,,0.4249,0.0,0.0
5acf99b577cf76001a6853ef,True,Which University's library system has over 10 millionvolumes?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3485,1.0,1.0
572fe92204bcaa1900d76e97,False,A small fraction of the cold water flow from Lake Constance goes to what other lake?,Lake Überlingen | Lake Überlingen | Lake Überlingen,Lake Überlingen.,answered,False,,0.3163,1.0,1.0
572ff626947a6a140053ce91,False,What have the two different Islamist movements been described as oscillating between?,poles | two poles | poles,Two poles.,answered,False,,0.2372,1.0,1.0
57111713a58dae1900cd6c01,False,How were Huguenot settlers assimilated into North American society at large?,married outside their immediate French communities | married outside their immediate French communities | adapted quickly and often married outside their immediate French communities,"The provided context states that the Huguenots ""adapted quickly and often married outside their immediate French communities"", which led to their assimilation.",answered,False,,0.3769,0.0,0.6667
5ad0383677cf76001a686e38,True," Besides Africa, where did Ireland have imperial interests?",,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7046,1.0,1.0
5a0c99fcf5590b0018dab4a8,True,In 2010 the force absorbed 8 Gt of what,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7075,1.0,1.0
571cd5b1dd7acb1400e4c17c,False,What does  oxygen therapy promote the body to take up?,gaseous oxygen. | gaseous oxygen | gaseous oxygen | oxygen | gaseous oxygen,"The provided context states that oxygen therapy is used to treat diseases that impair the body's ability ""to take up and use gaseous oxygen."" Therefore, oxygen therapy promotes the body to take up gaseous oxygen.",answered,False,,0.2998,0.0,0.1176
57107c24a58dae1900cd69ec,False,When did France and the Dutch fight in the 17th century?,1672 | 1672 | 1672,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5317,0.0,0.0
5a3e51b6378766001a002581,True,What organization is responsible for their own research?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7436,1.0,1.0
5a25a8e9ef59cd001a623c20,True,What requires collaboration across zoning requirements?,,"The provided context does not mention ""zoning requirements"" as something that requires collaboration. However, it does state that those involved with the design and execution of infrastructure must consider ""zoning requirements"".   A more accurate answer would be to say that large-scale construction",answered,False,,0.4871,0.0,0.0
